"project","class","year","area_ha","type"
"acapa","Savanna",2005,23368,"landuse"
"acapa","Grassland",2005,488,"landuse"
"acapa","Wetland",2005,8188,"landuse"
"acapa","Cropland",2005,116,"landuse"
"acapa","Barren",2005,9,"landuse"
"acapa","Water bodies",2005,3380,"landuse"
"acapa","Forest",2006,82034,"landuse"
"acapa","Schrub",2006,16,"landuse"
"acapa","Savanna",2006,28993,"landuse"
"acapa","Grassland",2006,251,"landuse"
"acapa","Wetland",2006,8166,"landuse"
"acapa","Cropland",2006,96,"landuse"
"acapa","Barren",2006,9,"landuse"
"acapa","Water bodies",2006,3380,"landuse"
"acapa","Forest",2007,81814,"landuse"
"acapa","Savanna",2007,29268,"landuse"
"acapa","Grassland",2007,144,"landuse"
"acapa","Wetland",2007,8310,"landuse"
"acapa","Cropland",2007,20,"landuse"
"acapa","Barren",2007,9,"landuse"
"acapa","Water bodies",2007,3380,"landuse"
"acapa","Forest",2008,81710,"landuse"
"acapa","Savanna",2008,29466,"landuse"
"acapa","Grassland",2008,203,"landuse"
"acapa","Wetland",2008,8177,"landuse"
"acapa","Barren",2008,9,"landuse"
"acapa","Water bodies",2008,3380,"landuse"
"acapa","Forest",2009,77827,"landuse"
"acapa","Savanna",2009,33369,"landuse"
"acapa","Grassland",2009,377,"landuse"
"acapa","Wetland",2009,7983,"landuse"
"acapa","Barren",2009,9,"landuse"
"acapa","Water bodies",2009,3380,"landuse"
"acapa","Forest",2010,80439,"landuse"
"acapa","Savanna",2010,30687,"landuse"
"acapa","Grassland",2010,432,"landuse"
"acapa","Wetland",2010,7998,"landuse"
"acapa","Barren",2010,9,"landuse"
"acapa","Water bodies",2010,3380,"landuse"
"acapa","Forest",2011,87031,"landuse"
"acapa","Schrub",2011,14,"landuse"
"acapa","Savanna",2011,24111,"landuse"
"acapa","Grassland",2011,375,"landuse"
"acapa","Wetland",2011,8025,"landuse"
"acapa","Barren",2011,9,"landuse"
"acapa","Water bodies",2011,3380,"landuse"
"acapa","Forest",2012,86171,"landuse"
"acapa","Savanna",2012,25086,"landuse"
"acapa","Grassland",2012,490,"landuse"
"acapa","Wetland",2012,7809,"landuse"
"acapa","Barren",2012,9,"landuse"
"acapa","Water bodies",2012,3380,"landuse"
"acapa","Forest",2013,83107,"landuse"
"acapa","Savanna",2013,28020,"landuse"
"acapa","Grassland",2013,455,"landuse"
"acapa","Wetland",2013,7974,"landuse"
"acapa","Barren",2013,9,"landuse"
"acapa","Water bodies",2013,3380,"landuse"
"acapa","Forest",2014,82927,"landuse"
"acapa","Savanna",2014,26950,"landuse"
"acapa","Grassland",2014,562,"landuse"
"acapa","Wetland",2014,9117,"landuse"
"acapa","Barren",2014,9,"landuse"
"acapa","Water bodies",2014,3380,"landuse"
"acapa","Forest",2015,87755,"landuse"
"acapa","Savanna",2015,22226,"landuse"
"acapa","Grassland",2015,310,"landuse"
"acapa","Wetland",2015,9265,"landuse"
"acapa","Barren",2015,9,"landuse"
"acapa","Water bodies",2015,3380,"landuse"
"acapa","Forest",2016,86017,"landuse"
"acapa","Savanna",2016,23042,"landuse"
"acapa","Grassland",2016,320,"landuse"
"acapa","Wetland",2016,10177,"landuse"
"acapa","Barren",2016,9,"landuse"
"acapa","Water bodies",2016,3380,"landuse"
"acapa","Forest",2017,76936,"landuse"
"acapa","Savanna",2017,31935,"landuse"
"acapa","Grassland",2017,329,"landuse"
"acapa","Wetland",2017,10356,"landuse"
"acapa","Barren",2017,9,"landuse"
"acapa","Water bodies",2017,3380,"landuse"
"acapa","Forest",2018,67696,"landuse"
"acapa","Savanna",2018,40051,"landuse"
"acapa","Grassland",2018,323,"landuse"
"acapa","Wetland",2018,11483,"landuse"
"acapa","Barren",2018,9,"landuse"
"acapa","Water bodies",2018,3383,"landuse"
"acapa","Forest",2019,67472,"landuse"
"acapa","Savanna",2019,40843,"landuse"
"acapa","Grassland",2019,473,"landuse"
"acapa","Wetland",2019,10764,"landuse"
"acapa","Barren",2019,9,"landuse"
"acapa","Water bodies",2019,3384,"landuse"
"acapa","Forest",2020,69101,"landuse"
"acapa","Savanna",2020,39678,"landuse"
"acapa","Grassland",2020,197,"landuse"
"acapa","Wetland",2020,10580,"landuse"
"acapa","Barren",2020,9,"landuse"
"acapa","Water bodies",2020,3380,"landuse"
"arlequin","Urban",2017,25,"vocation"
"arlequin","Cropland",2017,37221,"vocation"
"arlequin","Water bodies",2017,1907,"vocation"
"arlequin","Forest",2017,45934,"vocation"
"arlequin","Forest",2001,72114,"landuse"
"arlequin","Schrub",2001,111,"landuse"
"arlequin","Savanna",2001,12400,"landuse"
"arlequin","Grassland",2001,243,"landuse"
"arlequin","Cropland",2001,173,"landuse"
"arlequin","Urban",2001,20,"landuse"
"arlequin","Water bodies",2001,26,"landuse"
"arlequin","Forest",2002,70142,"landuse"
"arlequin","Schrub",2002,60,"landuse"
"arlequin","Savanna",2002,13956,"landuse"
"arlequin","Grassland",2002,430,"landuse"
"arlequin","Wetland",2002,347,"landuse"
"arlequin","Cropland",2002,106,"landuse"
"arlequin","Urban",2002,20,"landuse"
"arlequin","Water bodies",2002,26,"landuse"
"arlequin","Forest",2003,68351,"landuse"
"arlequin","Savanna",2003,16313,"landuse"
"arlequin","Grassland",2003,206,"landuse"
"arlequin","Wetland",2003,127,"landuse"
"arlequin","Cropland",2003,44,"landuse"
"arlequin","Urban",2003,20,"landuse"
"arlequin","Water bodies",2003,26,"landuse"
"arlequin","Forest",2004,66551,"landuse"
"arlequin","Savanna",2004,18029,"landuse"
"arlequin","Grassland",2004,282,"landuse"
"arlequin","Wetland",2004,160,"landuse"
"arlequin","Cropland",2004,19,"landuse"
"arlequin","Urban",2004,20,"landuse"
"arlequin","Water bodies",2004,26,"landuse"
"arlequin","Forest",2005,66453,"landuse"
"arlequin","Savanna",2005,18397,"landuse"
"arlequin","Grassland",2005,62,"landuse"
"arlequin","Wetland",2005,110,"landuse"
"arlequin","Cropland",2005,19,"landuse"
"arlequin","Urban",2005,20,"landuse"
"arlequin","Water bodies",2005,26,"landuse"
"arlequin","Forest",2006,69681,"landuse"
"arlequin","Savanna",2006,15055,"landuse"
"arlequin","Grassland",2006,160,"landuse"
"arlequin","Wetland",2006,145,"landuse"
"arlequin","Urban",2006,20,"landuse"
"arlequin","Water bodies",2006,26,"landuse"
"arlequin","Forest",2007,66927,"landuse"
"arlequin","Savanna",2007,17983,"landuse"
"arlequin","Grassland",2007,31,"landuse"
"arlequin","Wetland",2007,100,"landuse"
"arlequin","Urban",2007,20,"landuse"
"arlequin","Water bodies",2007,26,"landuse"
"arlequin","Forest",2008,60101,"landuse"
"arlequin","Schrub",2008,20,"landuse"
"arlequin","Savanna",2008,24733,"landuse"
"arlequin","Grassland",2008,106,"landuse"
"arlequin","Wetland",2008,81,"landuse"
"arlequin","Urban",2008,20,"landuse"
"arlequin","Water bodies",2008,26,"landuse"
"arlequin","Forest",2009,63896,"landuse"
"arlequin","Schrub",2009,20,"landuse"
"arlequin","Savanna",2009,20543,"landuse"
"arlequin","Grassland",2009,498,"landuse"
"arlequin","Wetland",2009,84,"landuse"
"arlequin","Urban",2009,20,"landuse"
"arlequin","Water bodies",2009,26,"landuse"
"arlequin","Forest",2010,70148,"landuse"
"arlequin","Schrub",2010,192,"landuse"
"arlequin","Savanna",2010,14006,"landuse"
"arlequin","Grassland",2010,489,"landuse"
"arlequin","Wetland",2010,206,"landuse"
"arlequin","Urban",2010,20,"landuse"
"arlequin","Water bodies",2010,26,"landuse"
"arlequin","Forest",2011,71268,"landuse"
"arlequin","Schrub",2011,51,"landuse"
"arlequin","Savanna",2011,13333,"landuse"
"arlequin","Grassland",2011,309,"landuse"
"arlequin","Wetland",2011,80,"landuse"
"arlequin","Urban",2011,20,"landuse"
"arlequin","Water bodies",2011,26,"landuse"
"arlequin","Forest",2012,68178,"landuse"
"arlequin","Schrub",2012,25,"landuse"
"arlequin","Savanna",2012,16132,"landuse"
"arlequin","Grassland",2012,530,"landuse"
"arlequin","Wetland",2012,176,"landuse"
"arlequin","Urban",2012,20,"landuse"
"arlequin","Water bodies",2012,26,"landuse"
"arlequin","Forest",2013,68650,"landuse"
"arlequin","Schrub",2013,25,"landuse"
"arlequin","Savanna",2013,14788,"landuse"
"arlequin","Grassland",2013,1030,"landuse"
"arlequin","Wetland",2013,548,"landuse"
"arlequin","Urban",2013,20,"landuse"
"arlequin","Water bodies",2013,26,"landuse"
"arlequin","Forest",2014,64614,"landuse"
"arlequin","Schrub",2014,25,"landuse"
"arlequin","Savanna",2014,17956,"landuse"
"arlequin","Grassland",2014,1644,"landuse"
"arlequin","Wetland",2014,782,"landuse"
"arlequin","Cropland",2014,20,"landuse"
"arlequin","Urban",2014,20,"landuse"
"arlequin","Water bodies",2014,26,"landuse"
"arlequin","Forest",2015,68174,"landuse"
"arlequin","Schrub",2015,25,"landuse"
"arlequin","Savanna",2015,14453,"landuse"
"arlequin","Grassland",2015,1855,"landuse"
"arlequin","Wetland",2015,509,"landuse"
"arlequin","Urban",2015,45,"landuse"
"arlequin","Water bodies",2015,26,"landuse"
"arlequin","Forest",2016,64543,"landuse"
"arlequin","Savanna",2016,18297,"landuse"
"arlequin","Grassland",2016,1740,"landuse"
"arlequin","Wetland",2016,380,"landuse"
"arlequin","Urban",2016,101,"landuse"
"arlequin","Water bodies",2016,26,"landuse"
"arlequin","Forest",2017,63316,"landuse"
"arlequin","Savanna",2017,20189,"landuse"
"arlequin","Grassland",2017,1240,"landuse"
"arlequin","Wetland",2017,120,"landuse"
"arlequin","Cropland",2017,70,"landuse"
"arlequin","Urban",2017,126,"landuse"
"arlequin","Water bodies",2017,26,"landuse"
"arlequin","Forest",2018,61309,"landuse"
"arlequin","Schrub",2018,20,"landuse"
"arlequin","Savanna",2018,22363,"landuse"
"arlequin","Grassland",2018,1024,"landuse"
"arlequin","Wetland",2018,219,"landuse"
"arlequin","Urban",2018,126,"landuse"
"arlequin","Water bodies",2018,26,"landuse"
"arlequin","Forest",2019,57683,"landuse"
"arlequin","Schrub",2019,20,"landuse"
"arlequin","Savanna",2019,25973,"landuse"
"arlequin","Grassland",2019,976,"landuse"
"arlequin","Wetland",2019,283,"landuse"
"arlequin","Urban",2019,126,"landuse"
"arlequin","Water bodies",2019,26,"landuse"
"arlequin","Forest",2020,60432,"landuse"
"arlequin","Savanna",2020,22911,"landuse"
"arlequin","Grassland",2020,1212,"landuse"
"arlequin","Wetland",2020,360,"landuse"
"arlequin","Urban",2020,146,"landuse"
"arlequin","Water bodies",2020,26,"landuse"
"bc-y-bm","Urban",2017,18,"vocation"
"bc-y-bm","Cropland",2017,6786,"vocation"
"bc-y-bm","Water bodies",2017,2525,"vocation"
"bc-y-bm","Savanna",2017,2038,"vocation"
"bc-y-bm","Forest",2017,86535,"vocation"
"bc-y-bm","Grassland",2017,3212,"vocation"
"bc-y-bm","Forest",2001,98617,"landuse"
"bc-y-bm","Schrub",2001,20,"landuse"
"bc-y-bm","Savanna",2001,1477,"landuse"
"bc-y-bm","Grassland",2001,76,"landuse"
"bc-y-bm","Wetland",2001,512,"landuse"
"bc-y-bm","Cropland",2001,25,"landuse"
"bc-y-bm","Water bodies",2001,491,"landuse"
"bc-y-bm","Forest",2002,98941,"landuse"
"bc-y-bm","Savanna",2002,1188,"landuse"
"bc-y-bm","Grassland",2002,76,"landuse"
"bc-y-bm","Wetland",2002,522,"landuse"
"bc-y-bm","Water bodies",2002,491,"landuse"
"bc-y-bm","Forest",2003,99731,"landuse"
"bc-y-bm","Schrub",2003,16,"landuse"
"bc-y-bm","Savanna",2003,505,"landuse"
"bc-y-bm","Grassland",2003,40,"landuse"
"bc-y-bm","Wetland",2003,435,"landuse"
"bc-y-bm","Water bodies",2003,491,"landuse"
"bc-y-bm","Forest",2004,99739,"landuse"
"bc-y-bm","Savanna",2004,510,"landuse"
"bc-y-bm","Grassland",2004,20,"landuse"
"bc-y-bm","Wetland",2004,458,"landuse"
"bc-y-bm","Water bodies",2004,491,"landuse"
"bc-y-bm","Forest",2005,99862,"landuse"
"bc-y-bm","Savanna",2005,325,"landuse"
"bc-y-bm","Grassland",2005,20,"landuse"
"bc-y-bm","Wetland",2005,520,"landuse"
"bc-y-bm","Water bodies",2005,491,"landuse"
"bc-y-bm","Forest",2006,99562,"landuse"
"bc-y-bm","Savanna",2006,574,"landuse"
"bc-y-bm","Grassland",2006,3,"landuse"
"bc-y-bm","Wetland",2006,588,"landuse"
"bc-y-bm","Water bodies",2006,491,"landuse"
"bc-y-bm","Forest",2007,99738,"landuse"
"bc-y-bm","Savanna",2007,542,"landuse"
"bc-y-bm","Grassland",2007,20,"landuse"
"bc-y-bm","Wetland",2007,427,"landuse"
"bc-y-bm","Water bodies",2007,491,"landuse"
"bc-y-bm","Forest",2008,99184,"landuse"
"bc-y-bm","Savanna",2008,1178,"landuse"
"bc-y-bm","Wetland",2008,365,"landuse"
"bc-y-bm","Water bodies",2008,491,"landuse"
"bc-y-bm","Forest",2009,97121,"landuse"
"bc-y-bm","Savanna",2009,3106,"landuse"
"bc-y-bm","Wetland",2009,500,"landuse"
"bc-y-bm","Water bodies",2009,491,"landuse"
"bc-y-bm","Forest",2010,98867,"landuse"
"bc-y-bm","Schrub",2010,20,"landuse"
"bc-y-bm","Savanna",2010,1480,"landuse"
"bc-y-bm","Wetland",2010,360,"landuse"
"bc-y-bm","Water bodies",2010,491,"landuse"
"bc-y-bm","Forest",2011,99935,"landuse"
"bc-y-bm","Savanna",2011,335,"landuse"
"bc-y-bm","Grassland",2011,20,"landuse"
"bc-y-bm","Wetland",2011,437,"landuse"
"bc-y-bm","Water bodies",2011,491,"landuse"
"bc-y-bm","Forest",2012,100041,"landuse"
"bc-y-bm","Savanna",2012,248,"landuse"
"bc-y-bm","Wetland",2012,438,"landuse"
"bc-y-bm","Water bodies",2012,491,"landuse"
"bc-y-bm","Forest",2013,99875,"landuse"
"bc-y-bm","Savanna",2013,171,"landuse"
"bc-y-bm","Wetland",2013,681,"landuse"
"bc-y-bm","Water bodies",2013,491,"landuse"
"bc-y-bm","Forest",2014,99639,"landuse"
"bc-y-bm","Savanna",2014,260,"landuse"
"bc-y-bm","Wetland",2014,828,"landuse"
"bc-y-bm","Water bodies",2014,491,"landuse"
"bc-y-bm","Forest",2015,99841,"landuse"
"bc-y-bm","Savanna",2015,236,"landuse"
"bc-y-bm","Wetland",2015,650,"landuse"
"bc-y-bm","Water bodies",2015,491,"landuse"
"bc-y-bm","Forest",2016,99865,"landuse"
"bc-y-bm","Savanna",2016,270,"landuse"
"bc-y-bm","Wetland",2016,592,"landuse"
"bc-y-bm","Water bodies",2016,491,"landuse"
"bc-y-bm","Forest",2017,99851,"landuse"
"bc-y-bm","Savanna",2017,201,"landuse"
"bc-y-bm","Wetland",2017,675,"landuse"
"bc-y-bm","Water bodies",2017,491,"landuse"
"bc-y-bm","Forest",2018,99681,"landuse"
"bc-y-bm","Savanna",2018,407,"landuse"
"bc-y-bm","Wetland",2018,639,"landuse"
"bc-y-bm","Water bodies",2018,491,"landuse"
"bc-y-bm","Forest",2019,98988,"landuse"
"bc-y-bm","Savanna",2019,990,"landuse"
"bc-y-bm","Grassland",2019,16,"landuse"
"bc-y-bm","Wetland",2019,733,"landuse"
"bc-y-bm","Water bodies",2019,491,"landuse"
"bc-y-bm","Forest",2020,99443,"landuse"
"bc-y-bm","Savanna",2020,582,"landuse"
"bc-y-bm","Wetland",2020,702,"landuse"
"bc-y-bm","Water bodies",2020,491,"landuse"
"cajambre","Cropland",2017,2627,"vocation"
"cajambre","Water bodies",2017,3482,"vocation"
"cajambre","Savanna",2017,6282,"vocation"
"cajambre","Forest",2017,59174,"vocation"
"cajambre","Grassland",2017,3796,"vocation"
"cajambre","Forest",2001,72728,"landuse"
"cajambre","Schrub",2001,4,"landuse"
"cajambre","Savanna",2001,20,"landuse"
"cajambre","Wetland",2001,937,"landuse"
"cajambre","Water bodies",2001,1866,"landuse"
"cajambre","Forest",2002,72747,"landuse"
"cajambre","Schrub",2002,4,"landuse"
"cajambre","Wetland",2002,938,"landuse"
"cajambre","Water bodies",2002,1866,"landuse"
"cajambre","Forest",2003,72878,"landuse"
"cajambre","Schrub",2003,4,"landuse"
"cajambre","Savanna",2003,20,"landuse"
"cajambre","Grassland",2003,1,"landuse"
"cajambre","Wetland",2003,786,"landuse"
"cajambre","Water bodies",2003,1866,"landuse"
"cajambre","Forest",2004,72883,"landuse"
"cajambre","Savanna",2004,40,"landuse"
"cajambre","Wetland",2004,766,"landuse"
"cajambre","Water bodies",2004,1866,"landuse"
"cajambre","Forest",2005,72951,"landuse"
"cajambre","Savanna",2005,40,"landuse"
"cajambre","Wetland",2005,698,"landuse"
"cajambre","Water bodies",2005,1866,"landuse"
"cajambre","Forest",2006,72948,"landuse"
"cajambre","Savanna",2006,99,"landuse"
"cajambre","Wetland",2006,642,"landuse"
"cajambre","Water bodies",2006,1866,"landuse"
"cajambre","Forest",2007,72888,"landuse"
"cajambre","Savanna",2007,111,"landuse"
"cajambre","Wetland",2007,690,"landuse"
"cajambre","Water bodies",2007,1866,"landuse"
"cajambre","Forest",2008,73035,"landuse"
"cajambre","Savanna",2008,86,"landuse"
"cajambre","Grassland",2008,45,"landuse"
"cajambre","Wetland",2008,523,"landuse"
"cajambre","Water bodies",2008,1866,"landuse"
"cajambre","Forest",2009,73023,"landuse"
"cajambre","Savanna",2009,158,"landuse"
"cajambre","Grassland",2009,90,"landuse"
"cajambre","Wetland",2009,418,"landuse"
"cajambre","Water bodies",2009,1866,"landuse"
"cajambre","Forest",2010,73186,"landuse"
"cajambre","Savanna",2010,60,"landuse"
"cajambre","Grassland",2010,20,"landuse"
"cajambre","Wetland",2010,423,"landuse"
"cajambre","Water bodies",2010,1866,"landuse"
"cajambre","Forest",2011,73204,"landuse"
"cajambre","Savanna",2011,60,"landuse"
"cajambre","Wetland",2011,425,"landuse"
"cajambre","Water bodies",2011,1866,"landuse"
"cajambre","Forest",2012,73186,"landuse"
"cajambre","Savanna",2012,78,"landuse"
"cajambre","Wetland",2012,425,"landuse"
"cajambre","Water bodies",2012,1866,"landuse"
"cajambre","Forest",2013,73092,"landuse"
"cajambre","Savanna",2013,155,"landuse"
"cajambre","Wetland",2013,442,"landuse"
"cajambre","Water bodies",2013,1866,"landuse"
"cajambre","Forest",2014,73137,"landuse"
"cajambre","Savanna",2014,74,"landuse"
"cajambre","Wetland",2014,478,"landuse"
"cajambre","Water bodies",2014,1866,"landuse"
"cajambre","Forest",2015,73100,"landuse"
"cajambre","Savanna",2015,92,"landuse"
"cajambre","Grassland",2015,19,"landuse"
"cajambre","Wetland",2015,478,"landuse"
"cajambre","Water bodies",2015,1866,"landuse"
"cajambre","Forest",2016,73097,"landuse"
"cajambre","Savanna",2016,114,"landuse"
"cajambre","Wetland",2016,478,"landuse"
"cajambre","Water bodies",2016,1866,"landuse"
"cajambre","Forest",2017,73012,"landuse"
"cajambre","Savanna",2017,114,"landuse"
"cajambre","Wetland",2017,563,"landuse"
"cajambre","Water bodies",2017,1866,"landuse"
"cajambre","Forest",2018,72723,"landuse"
"cajambre","Savanna",2018,209,"landuse"
"cajambre","Wetland",2018,757,"landuse"
"cajambre","Water bodies",2018,1866,"landuse"
"cajambre","Forest",2019,72676,"landuse"
"cajambre","Savanna",2019,271,"landuse"
"cajambre","Wetland",2019,742,"landuse"
"cajambre","Water bodies",2019,1866,"landuse"
"cajambre","Forest",2020,72656,"landuse"
"cajambre","Savanna",2020,343,"landuse"
"cajambre","Grassland",2020,25,"landuse"
"cajambre","Wetland",2020,665,"landuse"
"cajambre","Water bodies",2020,1866,"landuse"
"carmen-darien","Cropland",2017,88302,"vocation"
"carmen-darien","Water bodies",2017,5620,"vocation"
"carmen-darien","Savanna",2017,2627,"vocation"
"carmen-darien","Forest",2017,33384,"vocation"
"carmen-darien","Grassland",2017,13530,"vocation"
"carmen-darien","Forest",2001,124570,"landuse"
"carmen-darien","Schrub",2001,89,"landuse"
"carmen-darien","Savanna",2001,11297,"landuse"
"carmen-darien","Grassland",2001,167,"landuse"
"carmen-darien","Wetland",2001,3277,"landuse"
"carmen-darien","Cropland",2001,52,"landuse"
"carmen-darien","Water bodies",2001,4011,"landuse"
"carmen-darien","Forest",2002,121586,"landuse"
"carmen-darien","Schrub",2002,50,"landuse"
"carmen-darien","Savanna",2002,14482,"landuse"
"carmen-darien","Grassland",2002,357,"landuse"
"carmen-darien","Wetland",2002,2961,"landuse"
"carmen-darien","Cropland",2002,16,"landuse"
"carmen-darien","Water bodies",2002,4011,"landuse"
"carmen-darien","Forest",2003,121751,"landuse"
"carmen-darien","Schrub",2003,45,"landuse"
"carmen-darien","Savanna",2003,14262,"landuse"
"carmen-darien","Grassland",2003,302,"landuse"
"carmen-darien","Wetland",2003,3092,"landuse"
"carmen-darien","Water bodies",2003,4011,"landuse"
"carmen-darien","Forest",2004,124635,"landuse"
"carmen-darien","Schrub",2004,20,"landuse"
"carmen-darien","Savanna",2004,11296,"landuse"
"carmen-darien","Grassland",2004,192,"landuse"
"carmen-darien","Wetland",2004,3309,"landuse"
"carmen-darien","Water bodies",2004,4011,"landuse"
"carmen-darien","Forest",2005,122345,"landuse"
"carmen-darien","Schrub",2005,20,"landuse"
"carmen-darien","Savanna",2005,12942,"landuse"
"carmen-darien","Grassland",2005,318,"landuse"
"carmen-darien","Wetland",2005,3827,"landuse"
"carmen-darien","Water bodies",2005,4011,"landuse"
"carmen-darien","Forest",2006,116977,"landuse"
"carmen-darien","Savanna",2006,18489,"landuse"
"carmen-darien","Grassland",2006,106,"landuse"
"carmen-darien","Wetland",2006,3880,"landuse"
"carmen-darien","Water bodies",2006,4011,"landuse"
"carmen-darien","Forest",2007,114506,"landuse"
"carmen-darien","Savanna",2007,19965,"landuse"
"carmen-darien","Grassland",2007,248,"landuse"
"carmen-darien","Wetland",2007,4688,"landuse"
"carmen-darien","Water bodies",2007,4056,"landuse"
"carmen-darien","Forest",2008,114158,"landuse"
"carmen-darien","Schrub",2008,25,"landuse"
"carmen-darien","Savanna",2008,20610,"landuse"
"carmen-darien","Grassland",2008,387,"landuse"
"carmen-darien","Wetland",2008,4227,"landuse"
"carmen-darien","Water bodies",2008,4056,"landuse"
"carmen-darien","Forest",2009,111364,"landuse"
"carmen-darien","Savanna",2009,22868,"landuse"
"carmen-darien","Grassland",2009,307,"landuse"
"carmen-darien","Wetland",2009,4868,"landuse"
"carmen-darien","Water bodies",2009,4056,"landuse"
"carmen-darien","Forest",2010,109849,"landuse"
"carmen-darien","Schrub",2010,20,"landuse"
"carmen-darien","Savanna",2010,23963,"landuse"
"carmen-darien","Grassland",2010,347,"landuse"
"carmen-darien","Wetland",2010,5228,"landuse"
"carmen-darien","Water bodies",2010,4056,"landuse"
"carmen-darien","Forest",2011,102023,"landuse"
"carmen-darien","Schrub",2011,65,"landuse"
"carmen-darien","Savanna",2011,31344,"landuse"
"carmen-darien","Grassland",2011,281,"landuse"
"carmen-darien","Wetland",2011,5694,"landuse"
"carmen-darien","Water bodies",2011,4056,"landuse"
"carmen-darien","Forest",2012,103318,"landuse"
"carmen-darien","Savanna",2012,30595,"landuse"
"carmen-darien","Grassland",2012,72,"landuse"
"carmen-darien","Wetland",2012,5422,"landuse"
"carmen-darien","Water bodies",2012,4056,"landuse"
"carmen-darien","Forest",2013,104993,"landuse"
"carmen-darien","Savanna",2013,29344,"landuse"
"carmen-darien","Grassland",2013,126,"landuse"
"carmen-darien","Wetland",2013,4944,"landuse"
"carmen-darien","Water bodies",2013,4056,"landuse"
"carmen-darien","Forest",2014,105563,"landuse"
"carmen-darien","Savanna",2014,28656,"landuse"
"carmen-darien","Grassland",2014,200,"landuse"
"carmen-darien","Wetland",2014,4988,"landuse"
"carmen-darien","Water bodies",2014,4056,"landuse"
"carmen-darien","Forest",2015,106558,"landuse"
"carmen-darien","Savanna",2015,27903,"landuse"
"carmen-darien","Grassland",2015,86,"landuse"
"carmen-darien","Wetland",2015,4880,"landuse"
"carmen-darien","Water bodies",2015,4036,"landuse"
"carmen-darien","Forest",2016,106738,"landuse"
"carmen-darien","Savanna",2016,28090,"landuse"
"carmen-darien","Grassland",2016,96,"landuse"
"carmen-darien","Wetland",2016,4528,"landuse"
"carmen-darien","Water bodies",2016,4011,"landuse"
"carmen-darien","Forest",2017,111321,"landuse"
"carmen-darien","Savanna",2017,23679,"landuse"
"carmen-darien","Grassland",2017,167,"landuse"
"carmen-darien","Wetland",2017,4260,"landuse"
"carmen-darien","Water bodies",2017,4036,"landuse"
"carmen-darien","Forest",2018,112081,"landuse"
"carmen-darien","Schrub",2018,16,"landuse"
"carmen-darien","Savanna",2018,22348,"landuse"
"carmen-darien","Grassland",2018,474,"landuse"
"carmen-darien","Wetland",2018,4468,"landuse"
"carmen-darien","Water bodies",2018,4076,"landuse"
"carmen-darien","Forest",2019,110697,"landuse"
"carmen-darien","Schrub",2019,20,"landuse"
"carmen-darien","Savanna",2019,23944,"landuse"
"carmen-darien","Grassland",2019,290,"landuse"
"carmen-darien","Wetland",2019,4436,"landuse"
"carmen-darien","Water bodies",2019,4076,"landuse"
"carmen-darien","Forest",2020,104896,"landuse"
"carmen-darien","Savanna",2020,29262,"landuse"
"carmen-darien","Grassland",2020,214,"landuse"
"carmen-darien","Wetland",2020,5060,"landuse"
"carmen-darien","Water bodies",2020,4031,"landuse"
"choco-darien","Cropland",2017,291,"vocation"
"choco-darien","Forest",2017,8244,"vocation"
"choco-darien","Forest",2001,11535,"landuse"
"choco-darien","Savanna",2001,6,"landuse"
"choco-darien","Grassland",2001,8,"landuse"
"choco-darien","Forest",2002,11499,"landuse"
"choco-darien","Savanna",2002,6,"landuse"
"choco-darien","Grassland",2002,8,"landuse"
"choco-darien","Wetland",2002,36,"landuse"
"choco-darien","Forest",2003,11415,"landuse"
"choco-darien","Savanna",2003,45,"landuse"
"choco-darien","Grassland",2003,53,"landuse"
"choco-darien","Wetland",2003,36,"landuse"
"choco-darien","Forest",2004,11421,"landuse"
"choco-darien","Savanna",2004,64,"landuse"
"choco-darien","Grassland",2004,28,"landuse"
"choco-darien","Wetland",2004,36,"landuse"
"choco-darien","Forest",2005,11172,"landuse"
"choco-darien","Savanna",2005,124,"landuse"
"choco-darien","Grassland",2005,96,"landuse"
"choco-darien","Wetland",2005,157,"landuse"
"choco-darien","Forest",2006,11094,"landuse"
"choco-darien","Savanna",2006,209,"landuse"
"choco-darien","Grassland",2006,115,"landuse"
"choco-darien","Wetland",2006,131,"landuse"
"choco-darien","Forest",2007,10836,"landuse"
"choco-darien","Savanna",2007,442,"landuse"
"choco-darien","Grassland",2007,159,"landuse"
"choco-darien","Wetland",2007,112,"landuse"
"choco-darien","Forest",2008,10609,"landuse"
"choco-darien","Savanna",2008,834,"landuse"
"choco-darien","Grassland",2008,50,"landuse"
"choco-darien","Wetland",2008,56,"landuse"
"choco-darien","Forest",2009,10953,"landuse"
"choco-darien","Savanna",2009,538,"landuse"
"choco-darien","Grassland",2009,47,"landuse"
"choco-darien","Wetland",2009,11,"landuse"
"choco-darien","Forest",2010,10926,"landuse"
"choco-darien","Savanna",2010,560,"landuse"
"choco-darien","Grassland",2010,47,"landuse"
"choco-darien","Wetland",2010,16,"landuse"
"choco-darien","Forest",2011,10831,"landuse"
"choco-darien","Savanna",2011,655,"landuse"
"choco-darien","Grassland",2011,47,"landuse"
"choco-darien","Wetland",2011,16,"landuse"
"choco-darien","Forest",2012,10837,"landuse"
"choco-darien","Savanna",2012,673,"landuse"
"choco-darien","Grassland",2012,19,"landuse"
"choco-darien","Wetland",2012,20,"landuse"
"choco-darien","Forest",2013,10837,"landuse"
"choco-darien","Savanna",2013,673,"landuse"
"choco-darien","Grassland",2013,19,"landuse"
